id,name,address_line,directions,hours,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,photo_uri
770040402,VC 18 - Peace in the Valley Church,551 S. J-Six Ranch Rd. Benson AZ 85603,phone in church office We prefer that candidate signs & electioneering not be on church property. fee waived,,,,,,,,
770040401,VC 13 - Sunsites Community Center,1216 Treasure Rd Pearce AZ 85625,phone in kitchen / fee waived,,,,,,,,
770040400,VC 12 - Bowie USD Board Rm,315 W. 5th Street Bowie AZ 85605,virginiaromero@bowieusd.k12.az.us  phone in front office/ fee waived,,,,,,,,
770040399,VC 11 - Palominas Training Center,9222 Kings Ranch Road Hereford AZ 85615,robmont59@msn.com,,,,,,,,
770040398,VC10 - Mountain Vista Baptist Church,5499 S. Moson Rd. Sierra Vista AZ 85650,Fee waived  mountainvistababtistchurch@gmail.com,,,,,,,,
770040397,VC 9B - SV United Methodist Church,3225 St. Andrews Dr. Sierra Vista AZ 85650,no phone fee waived Nicole Gonzalez-Office Mgr Robert Reed-Trustee svumc3225@gmail.com,,,,,,,,
770040396,VC 9A - SV United Methodist Church,3225 St. Andrews Dr. Sierra Vista AZ 85650,no phone available staff will open fee waived Nicole Gonzalez -Office Mgr Robert Reed-Trustee svumc3225@gmail.com,,,,,,,,
770040395,VC 8B - SV Shiloh Christian Ministries,1519 Avenida Del Sol Sierra Vista AZ 85635,bookkeeping@shilohcm.org fee waived no phone,,,,,,,,
770040394,VC 8A - SV Shiloh Christian Ministries,1519 Avenida Del Sol Sierra Vista AZ 85635,no phone staff will open and close fee waived,,,,,,,,
770040393,VC 7 - St Andrews Catholic Church -Kino Hall,800 Taylor Dr. Sierra Vista AZ 85635,maryann.h@cox.net  no phone available fee waived,,,,,,,,
770040392,VC 6 - Huachuca Community Center,201 Yuma St. Huachuca City AZ 85616,jcollins@huchucacity.az.gov,,,,,,,,
770040391,VC 5 _ Benson USD Board Rm,360 S. Patagonia Street Benson AZ 85602,marymerrill@bensonsd.k12.az.us restroom facilities only if needed for voters fee waived,,,,,,,,
770040390,VC 4 - Willcox Community Center,312 W. Stewart Willcox AZ 85643,Keys will be provided mgarcia@willcoxcity.org,,,,,,,,
770040389,VC 3 - American Legion Hall,225 Allen St. Tombstone AZ 85638,Phone in Bar area: 520-457-2273 tombstonepost24@outlook.com,,,,,,,,
770040388,VC 2 - Cochise County BOS Rm,"1415 Melody Lane, Bldg. B Bisbee AZ 85603",keys provided Fee is Waived Set: Monday before election,,,,,,,,
770040387,VC 1 - Douglas Visitor Center,345 E. 16th St. Douglas AZ 85607,no available fee waived  info@douglasaz.gov,,,,,,,,
770040386,GREENLEE COUNTY SOUTH ANNEX,1684 FAIRGROUNDS ROAD DUNCAN AZ 85534,,,,,,,,,
770040385,CLIFTON TRAIN DEPOT,100 N CORONADO BLVD CLIFTON AZ 85533,,,,,,,,,
770040384,VC 17 - St David USD,70 E. Patton St St. David AZ 85630,open Monday -Friday 8-4 Fee waived  abrogan@stdavid.org,,,,,,,,
770040383,MORENCI CLUB,314 PLAZA DR MORENCI AZ 85540,,,,,,,,,
770040375,EXPEDITION CHURCH - VOTE CENTER,302 SOUTH ASH STREET PAYSON AZ 85541,,,,,,,,,
770040374,MIAMI HIGH SCHOOL- VOTE CENTER,4635 SOUTH RAGUS RD MIAMI AZ 85539,,,,,,,,,
770040373,GLOBE ELKS - VOTE CENTER,1910 E MAPLE STREET GLOBE AZ 85501,,,,,,,,,
770040372,EAST VERDE BAPTIST CHURCH,11209 N HOUSTON MESA RD PAYSON AZ 85541,,,,,,,,,
770040371,SAN CARLOS HOUSING AUTHORITY,US-70 & Moonbase Rd PERIDOT AZ 85542,,,,,,,,,
770040370,VC05 YUMA CIVIC CENTER,1440 W DESERT HILLS DRIVE YUMA AZ 85365,,,,,,,,,
770040369,VC04 YUMA CIVIC CENTER,1440 W DESERT HILLS DRIVE YUMA AZ 85365,,,,,,,,,
770040368,VC08 ST JOHN NEUMANN CATHOLIC CHURCH,11545 E 40TH STREET YUMA AZ 85367,,,,,,,,,
770040367,FIRST CHURCH OF THE NAZARENE - VOTE CENTER,200 E TYLER PARKWAY PAYSON AZ 85541,,,,,,,,,
770040366,SONOITA 15,3142 S. HWY 83 SONOITA AZ 85637,,,,,,,,,
770040365,TUBAC 11,50 BRIDGE ROAD TUBAC AZ 85646,,,,,,,,,
770040364,VC10 - RIO RICO,1360 W. FRONTAGE RD. RIO RICO AZ 85648,,,,,,,,,
770040363,VC9 - RIO RICO,490 AVENIDA COATIMUNDI RIO RICO AZ 85648,,,,,,,,,
770040362,VC8 - RIO RICO,957 CALLE CALABASAS RIO RICO AZ 85648,,,,,,,,,
770040361,VC7 - RIO RICO,391 AVENIDA COATIMUNDI RIO RICO AZ 85648,,,,,,,,,
770040360,VC1 - NOGALES,595 W. KINO STREET NOGALES AZ 85621,,,,,,,,,
770040358,VC5 - PATAGONIA,346 DUQUESNE AVE. PATAGONIA AZ 85624,,,,,,,,,
770040357,VC4 - NOGALES,1380 E. PATAGONIA HWY NOGALES AZ 85621,,,,,,,,,
770040356,VC3 - NOGALES,901 E. CALLE MAYER NOGALES AZ 85621,,,,,,,,,
770040355,VC2 - NOGALES,653 N. GRAND AVE. NOGALES AZ 85621,,,,,,,,,
770040354,ELGIN 6,475 ELGIN ROAD ELGIN AZ 85611,,,,,,,,,
770040348,00205 MOHAVE COMMUNITY COLLEGE BLDG 500,480 S CENTRAL ST COLORADO CITY AZ 86021,,,,,,,,,
770040343,VC 15- Elfrida Fire Station,10293 N. Central Hwy Elfrida AZ 85610,tguzman@elfridafiredistrict.com fee is waived  Take small ramp,,,,,,,,
770040342,VC 14 - Valley Bible Church,4188 Double Adobe Rd Mcneal AZ 85617,WE don't have information,,,,,,,,
770040341,Clay Springs Library,"2106 Granite Rd., Clay Springs AZ 85923","**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770040337,RIM VIEW COMMUNITY CHURCH - VOTE CENTER,4180 S AZ HWY 260 STAR VALLEY AZ 85541,,,,,,,,,
770040239,92 - SUMMIT FIRE STATION #31 - COSNINO RD,6425 N COSNINO RD FLAGSTAFF AZ 86004,,,,,,,,,
770040236,51 - SUMMIT FIRE STATION #33 - HWY 89,6050 E FIREHOUSE LN (PAST HIGH COUNTRY HUMANE) FLAGSTAFF AZ 86004,,,,,,,,,
770040235,47 - COPPERMINE CHAPTER HOUSE,COPPERMINE CHAPTER HOUSE COPPERMINE AZ 86040,,,,,,,,,
770040223,10 - NAU WALKUP SKYDOME - VOTE CENTER,1705 S SAN FRANCISCO ST FLAGSTAFF AZ 86011,,,,,,,,,
770040221,19 - CHRIST'S CHURCH OF FLAGSTAFF,3475 E SOLIERE AVE FLAGSTAFF AZ 86004,,,,,,,,,
770040219,43 - CAMERON SENIOR CENTER,US-89 CAMERON AZ 86020,,,,,,,,,
770040218,42 - BODAWAY-GAP CHAPTER HOUSE,BODAWAY-GAP CHAPTER HOUSE BODAWAY AZ 86020,"EAST OF TRADING POST, THE GAP",,,,,,,,
770040207,00220 COMMUNITY PRESBYTERIAN CHURCH,3450 CHEMEHUEVI BLVD LAKE HAVASU CITY AZ 86403,220 LAKE HAVASU CITY SOUTH HAS 3 ADDT'L LOCATIONS,,,,,,,,
770040157,00206 OATMAN CHURCH,81 BELL LANE OATMAN AZ 86433,,,,,,,,,
770040156,00201 OWENS ELEMENTARY SCHOOL,14109 CHICKEN SPRINGS RD WIKIEUP AZ 85360,,,,,,,,,
770040147,00213 VALLE VISTA COMMUNITY CHURCH,8620 CORTEZ DR KINGMAN AZ 86401,,,,,,,,,
770040146,00212 RIVERPOINTE BAPTIST CHURCH,1421 E COMMERCIAL ST MOHAVE VALLEY AZ 86440,212 MOHAVE VALLEY HAS 2 ADDT'L LOCATIONS,,,,,,,,
770040142,00202 WHITE HILLS COMMUNITY CENTER,8541 W WHITE HILLS RD WHITE HILLS AZ 86413,,,,,,,,,
770040137,00217 ST JOHNS UNITED METHODIST CHURCH,1730 KINO AVE KINGMAN AZ 86409,217 KINGMAN SOUTH HAS 2 ADDT'L LOCATIONS,,,,,,,,
770040135,00208 MEADVIEW CIVIC CENTER,247 E MEADVIEW BLVD MEADVIEW AZ 86444,,,,,,,,,
770040123,00216 COLLEGE PARK COMMUNITY CHURCH,1990 JAGERSON AVE KINGMAN AZ 86409,,,,,,,,,
770040112,00215 GRACE LUTHERAN CHURCH FELLOWSHIP HALL,2101 HARRISON ST KINGMAN AZ 86401,,,,,,,,,
770040110,00222 GOLDEN SHORES FIRE DEPARTMENT,12950 OATMAN RD TOPOCK AZ 86436,,,,,,,,,
770040108,00224 PEACH SPRINGS ELEMENTARY SCHOOL,403 DIAMOND CREEK RD PEACH SPRINGS AZ 86434,,,,,,,,,
770040096,UPPER EAGLE CREEK SCHOOL BUILDING,UPPER EAGLE CREEK ROAD CLIFTON AZ 85533,,,,,,,,,
770040092,BLUE SCHOOL BUILDING,BLUE SCHOOL BUILDING BLUE AZ 85922,Voters can Vote at any Vote Center,,,,,,,,
770040085,00210 GOLDEN VALLEY FIRE DISTRICT TRNG CENTER,423 S COLORADO RD GOLDEN VALLEY AZ 86413,"GV FIRE DISTRICT TRAINING CENTER BUILDING,  TURN SOUTH OFF 68 ON TO COLORADO.",,,,,,,,
770040082,00221 LITTLEFIELD UNIFIED SD GOV BOARD OFFICE BLDG,3490 E RIO VIRGIN RD LITTLEFIELD AZ 86432,,,,,,,,,
770040077,00204 CHLORIDE TOWN HALL,4990 PAYROLL AVE CHLORIDE AZ 86431,,,,,,,,,
770040074,00219 MT VIEW PROPERTY OWNERS ASSOC,2635 ANITA AVE LAKE HAVASU CITY AZ 86404,219 LAKE HAVASU CITY NORTH HAS 1 ADDT'L LOCATION,,,,,,,,
770040072,00214 MUSIC MOUNTAIN BIBLE CHAPEL,12476 N BYERS ST TRUXTON AZ 86434,32,,,,,,,,
770040071,00203 YUCCA FIRE STATION,12349 S FRONTAGE RD YUCCA AZ 86438,,,,,,,,,
770040066,00211 HOPE UNITED METHODIST CHURCH,1325 RAMAR RD BULLHEAD CITY AZ 86442,211 BULLHEAD CITY HAS 3 ADDT'L LOCATIONS,,,,,,,,
770040054,93 Oracle Community Center,685 E American Way Oracle AZ 85623,,,,,,,,,
770040051,WHIPPOORWILL CHAPTER HOUSE,WHIPPOORWILL CHAPTER HOUSE WHIPPOORWILL AZ 86503,"turn right IR65, 1.5 miles to Whippoorwill school.",,,,,,,,
770040050,Sipaulovi Youth & Elderly Bldg.,SIPAULOVI YOUTH & ELDERLY BLDG TOREVA AZ 86043,Across from Second Mesa Day School,,,,,,,,
770040047,Teesto Chapter House,Teesto Chapter House Winslow AZ 86047,1 mile E. of SR87 on NR60,,,,,,,,
770040044,98 Harmon Elementary,39315 N Cortona Dr San Tan Valley AZ 85140,,,,,,,,,
770040043,62 Veterans Memorial Building,3496 W Casa Blanca Rd Bapchule AZ 85121,,,,,,,,,
770040042,33 United Methodist Church of Casa Grande,1515 N Trekell Rd Casa Grande AZ 85122,"PARKING IN FRONT OF CHURCH, AT NORTH SIDE",,,,,,,,
770040040,102 CAC-Maricopa Campus,17945 N Regent Dr Maricopa AZ 85138,,,,,,,,,
770040039,13 Toltec Community Center,3650 W Shedd Road Eloy AZ 85131,,,,,,,,,
770040038,54 Thunderbird Farms Volunteer Fire District,12356 N Ralston Rd Maricopa AZ 85139,,,,,,,,,
770040037,20 St Paul Church of God in Christ,3627 E Bell St (All Purpose Building) Coolidge AZ 85128,,,,,,,,,
770040033,00207 DESERT HILLS FIRE STATION,3983 LONDON BRIDGE RD LAKE HAVASU CITY AZ 86404,LONDON BRIDGE RD AND CHEMEHUEVIE,,,,,,,,
770040029,79 Villages at El Dorado,20991 N Butterfield Pkwy Maricopa AZ 85138,,,,,,,,,
770040025,94 Skyline Ranch Elementary School,1084 W San Tan Hills Dr San Tan Valley AZ 85143,,,,,,,,,
770040023,53 Chui Chu Elder Center,Federal Route 15 & Saint  Augustine Street Sells AZ 85122,,,,,,,,,
770040021,68 Mountain Vista Middle School Gym,33622 N Mountain Vista Blvd San Tan Valley AZ 85142,,,,,,,,,
770040020,16 Avra Valley Fire Station 194,21021 E Homestead Dr Red Rock AZ 85145,,,,,,,,,
770040019,59 Mountain View Lutheran Church Family Life Center,2122 S Goldfield Rd Apache Junction AZ 85119,,,,,,,,,
770040018,49 Queen Valley Homeowners Association,1478 Queen Valley Drive Queen Valley AZ 85118,,,,,,,,,
770040017,80 Global Water Center,22590 N Powers Pkwy Maricopa AZ 85138,,,,,,,,,
770040016,11 Picacho Elementary School,17865 S Vail Rd Picacho AZ 85141,,,,,,,,,
770040014,27 Anthem Parkside Community Center,3200 N Anthem Way Florence AZ 85132,,,,,,,,,
770040013,90 Maricopa Unified School District Office,44150 W Maricopa/Casa Grande Hwy Maricopa AZ 85138,,,,,,,,,
770040011,87 Church of Jesus Christ of Latter Day Saints,1521 E Bella Vista Rd Queen Creek AZ 85143,,,,,,,,,
770040007,83 Casa Grande Baptist Church,2492 N Trekell Rd Casa Grande AZ 85122,,,,,,,,,
770040002,77 Ak Chin Service Center,48227 W Farrell Rd Maricopa AZ 85139,,,,,,,,,
770040001,76 Church of Jesus Christ of Latter Day Saints,2517 E Ocotillo Rd San Tan Valley AZ 85140,,,,,,,,,
770040000,75 Church of Jesus Christ of Latter Day Saints,29419 S Desert Willow Blvd San Tan Valley AZ 85143,,,,,,,,,
770039998,15 Saddlebrooke Country Club HOA 1,64500 E Saddlebrooke Blvd Tucson AZ 85739,,,,,,,,,
770039996,66 Mountainbrook Village,5782 S Mountainbrook Dr Gold Canyon AZ 85118,,,,,,,,,
770039993,89 Church of Jesus Christ of Latter Day Saints,2559 E Combs Road San Tan Valley AZ 85140,,,,,,,,,
770039989,50 St Marys Center,100 Sunset Drive Superior AZ 85173,,,,,,,,,
770039988,67 Pinal County Public Works,43910 W Meadowview Rd Maricopa AZ 85138,,,,,,,,,
770039987,58 Apache Junction County Complex,575 N Idaho Rd Apache Junction AZ 85119,,,,,,,,,
770039984,19 City of Coolidge Council Chambers,911 S Arizona Blvd Coolidge AZ 85128,,,,,,,,,
770039983,48 Gold Canyon United Methodist Church,6640 S Kings Ranch Road Gold Canyon AZ 85118,,,,,,,,,
770039980,23 Florence Town Hall Council Chambers,775 N Main St Florence AZ 85132,,,,,,,,,
770039978,97 Lifepoint Church,28479 N Main Street San Tan Valley AZ 85143,,,,,,,,,
770039974,41 Fiesta Grande RV Resort,1511 E Florence Blvd (Card Room) Casa Grande AZ 85122,,,,,,,,,
770039973,12 Eloy City Hall,595 North C Street Eloy AZ 85131,,,,,,,,,
770039972,04 Dudleyville Multi-Generational Center,4004 N Dudleyville Rd Dudleyville AZ 85192,,,,,,,,,
770039971,36 Dorothy Powell Senior Center,405 E Sixth St Casa Grande AZ 85122,,,,,,,,,
770039969,43 Seventh Day Adventist Church,1650 S Ironwood Dr Apache Junction AZ 85120,,,,,,,,,
770039968,29 Sacaton District 3 Service Center,31 N Church Street Sacaton AZ 85147,,,,,,,,,
770039967,61 San Tan District 4 Service Center,1510 W Sesame Rd (San Tan Rd) Sacaton AZ 85147,,,,,,,,,
770039963,42 Superstition Mountain Elementary School,550 S Ironwood Drive Apache Junction AZ 85120,,,,,,,,,
770039962,05 County Administration Building,190 Redington Rd San Manuel AZ 85631,Same building as previous address: 28380 S VETERANS MEMORIAL HWY,,,,,,,,
770039961,06 Mammoth Community Center,101 W 5th Street Mammoth AZ 85618,,,,,,,,,
770039959,99 Passion Church,501 E Korsten Rd Casa Grande AZ 85122,,,,,,,,,
770039956,91 Central Lutheran Church,12921 S Sunland Gin Rd Arizona City AZ 85123,,,,,,,,,
770039955,38 Calvary Chapel,962 W Gila Bend Highway Casa Grande AZ 85122,,,,,,,,,
770039930,VC02 YUMA COUNTY HEALTH DISTRICT,2200 W 28TH ST YUMA AZ 85364,,,,,,,,,
770039906,67 - LECHEE CHAPTER,ROUTE 20 COPPERMINE RD LECHEE AZ 86040,,,,,,,,,
770039904,"06 - DOUBLETREE BY HILTON, FLAGSTAFF",1175 W ROUTE 66 FLAGSTAFF AZ 86001,,,,,,,,,
770039903,65 - KAIBETO SENIOR CENTER,KAIBETO SENIOR CENTER KAIBETO AZ 86053,"1/2 Mile East of Highway 98, Kaibet",,,,,,,,
770039901,61 - TS'AH BII KIN COMMUNITY CHURCH,TS'AH BII KIN (INSCRIPTION HOUSE) INSCRIPTION HOUSE AZ 86054,5 Miles North Highway 98 on N-16,,,,,,,,
770039900,98 - GRAND CANYON RAILWAY HOTEL,235 N GRAND CANYON BLVD WILLIAMS AZ 86046,,,,,,,,,
770039899,62 - HIGHLANDS FIRE STATION,3350 OLD MUNDS PARK HWY FLAGSTAFF AZ 86005,,,,,,,,,
770039897,02 - SHEPHERD OF THE HILLS LUTHERAN CHURCH,1601 N SAN FRANCISCO ST FLAGSTAFF AZ 86001,,,,,,,,,
770039884,Holbrook Recreation Center,404 1st Ave Holbrook AZ 86025,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039881,Hardrock Chapter House,Hardrock Chapter House  HARDROCK AZ 86039,"N. of Hopi Culture Center, Hwy 264",,,,,,,,
770039880,Greasewood Chapter House,Greasewood Chapter House GREASEWOOD AZ 86505,Turn right IR15 Turn right to Greasewood Chapter.,,,,,,,,
770039877,Forest Lake Chapter House,Forest Lake Chapter House FOREST LAKE AZ 86033,"North of Pinon, off N41",,,,,,,,
770039876,Dilkon Chapter House,Dilkon Chapter House Winslow AZ 86047,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039875,Cibecue Complex,6 W. 3rd St Cibecue AZ 85911,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039874,Chilchenbeto Chapter House,Chilchenbeto Chapter House Chilchinbito AZ 86033,"Rd 591, turn right Take fork to the left Administration Bldg.",,,,,,,,
770039873,Cedar Hills Senior Center,9419 Concho Hwy Snowflake AZ 85937,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039872,Little Springer School,6 Miles S. Birdsprings Chapter N71 BIRDSPRINGS AZ 86047,Turn right IR71N 5 miles to the Little Singer School.,,,,,,,,
770039871,Woodruff Community Bldg.,6414 W. First St. Woodruff AZ 85942,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039867,Winslow Girl Scout House,500 E. Cherry St WINSLOW AZ 86047,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039864,Whiteriver USD Admin.,963 S Chief Ave Whiteriver AZ 85941,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039861,Whitecone Chapter House,28 N Hwy 77 Indian Wells AZ 86505,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039860,White Mountain Lake Community Bldg.,1785 Edmond Cr White Mountain Lake AZ 85901,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039859,Taylor Intermediate School (Gym),207 500 St W Taylor AZ 85937,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039856,Sun Valley Fire Station,8611 N 5th St Sun Valley AZ 86029,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039854,Snowflake Social Hall,78 W Center St Snowflake AZ 85937,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039851,Show Low City Campus Gym,620 E McNeil St Show Low AZ 85901,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039850,Timber Mesa Fire,3561 E Deuce of Club Show Low AZ 89501,"**NAVAJO COUNTY IS A VOTE CENTER COUNTY, MEANING VOTERS CAN VOTE AT ANY LOCATION NEARIEST THEM IN NAVAJO COUNTY ONLY**",,,,,,,,
770039848,Shonto Prep. School,E Hwy 160 Rte 98 Shonto AZ 86054,(Elementary School Sm. Gym),,,,,,,,
