id,name,address_line,directions,hours,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,photo_uri
88801320,Red Bank Elementary Sch,246 Community Dr Lexington SC 29073,,,,,,,,,
88801319,Six Mile Elementary School,777 N Main St Six Mile SC 29682,,,,,,,,,
88801317,Broad River Electric,811 Hamrick Street Gaffney SC 29340,,,,,,,,,
88801316,St Johns High School,1518 Main Road Johns Island SC 29455,,,,,,,,,
88801315,Kennedy Middle School,274 E Pine Log Rd Aiken SC 29803,,,,,,,,,
88801312,Long Creek Fire Station,12351 Long Creek Hwy Westminster SC 29693,,,,,,,,,
88801310,Welfare Baptist Church,2106 Bolt Dr Belton SC 29627,,,,,,,,,
88801308,Sunset Park SAS,1036 Ogden Rd Rock Hill SC 29730,,,,,,,,,
88801307,R C Edwards Middle School,1157 Madden Bridge Rd Central SC 29630,,,,,,,,,
88801306,Emerald Gardens Of Gwd,201 Overland Dr Greenwood SC 29646,,,,,,,,,
88801305,McAllister Mill Road Fire Station,410 McAllister Mill Rd Scranton SC 29591,,,,,,,,,
88801304,Carver Elem School,515 N Cashua Dr Florence SC 29501,,,,,,,,,
88801303,Kingsburg Masonic Lodge,1532 1/2 Kingsburg Hwy Johnsonville SC 29555,,,,,,,,,
88801302,Greenbrier Vol Fire Dept,3025 State Hwy 269 Winnsboro SC 29180,,,,,,,,,
88801301,Nix Elementary Sch,770 Stilton Rd Orangeburg SC 29115,,,,,,,,,
88801300,Zion United Methodist Ch,5708 Hwy 187 Anderson SC 29625,,,,,,,,,
88801298,Mechanicsville Fire Dept,1932 Cashua Ferry Road Darlington SC 29532,,,,,,,,,
88801297,Tidal Creek Fellowship,290 Brickyard Point Rd S Beaufort SC 29907,,,,,,,,,
88801296,West Union Fire Station,220 N Highway 11 West Union SC 29696,,,,,,,,,
88801295,Mt Horeb Un Methodist Ch,1205 Old Cherokee Rd Lexington SC 29072,,,,,,,,,
88801294,Ben Arnold Recreation Ctr,1100 S Holly St Columbia SC 29205,,,,,,,,,
88801293,China Grove Bapt Church Fellowship Hall,507 N Martintown Rd Edgefield SC 29824,,,,,,,,,
88801292,FAIRVIEW FIRE STATION,149 Seibert Rd Prosperity SC 29127,,,,,,,,,
88801291,South Elementary School,900 Patriot St Dillon SC 29536,,,,,,,,,
88801290,Beach Ch/ Mb Community Ch,557 George Bishop Pkwy Myrtle Beach SC 29579,,,,,,,,,
88801289,Turkey Creek Fire Dept,6855 Hwy 252 Donalds SC 29638,,,,,,,,,
88801288,Drayton Hall Elem School,3183 Ashley River Road Charleston SC 29414,,,,,,,,,
88801287,Pineville AME Zion Church,4200 York Hwy Rock Hill SC 29732,,,,,,,,,
88801286,Summerville Church Of Christ,413 Old Trolley Rd Summerville SC 29485,,,,,,,,,
88801284,R E Howard Middle Sch,1255 Belleville Rd Orangeburg SC 29115,,,,,,,,,
88801283,North Hartsville Elem Sch,110 School Drive Hartsville SC 29550,,,,,,,,,
88801282,Outreach Center  Fourth St Entrance,404 S Fourth St Hartsville SC 29550,,,,,,,,,
88801281,Scott Community Center,242 Scott Hill Rd St Helena Isl SC 29920,,,,,,,,,
88801279,Pleasant View Baptist Church,110 Old Rutherford Rd Taylors SC 29687,,,,,,,,,
88801278,ST PHILIPS FIRE STATION,166 Mud Creek Rd Prosperity SC 29127,,,,,,,,,
88801277,Old Marlboro School,612 King Street Bennettsville SC 29512,,,,,,,,,
88801276,Goretown Fire Station,365 Liberty Church Rd Loris SC 29569,,,,,,,,,
88801274,Bristow Freewill Baptist Church,124 Arcadia Rd Blenheim SC 29516,,,,,,,,,
88801273,New Hope Community Center,1243 Jedburg Rd Summerville SC 29486,,,,,,,,,
88801271,Fire & Rescue Station #17,6800 Sunrise Rd Smoaks SC 29481,,,,,,,,,
88801269,Nine Forks Baptist Church,3207 Earls Bridge Rd Easley SC 29640,,,,,,,,,
88801268,Community Center,5 Park Ave Salem SC 29676,,,,,,,,,
88801267,USC Sumter  Arts/Letter Banquet Hall,200 Miller Rd Sumter SC 29150,,,,,,,,,
88801266,Bethlehem Bapt Church Flc,797 Old Georgia Rd Moore SC 29369,,,,,,,,,
88801264,Wilson-Foreston Fire Station,1015 N Brewington Rd Manning SC 29102,,,,,,,,,
88801263,Lownds. Community Center,416 Main St Lowndesville SC 29659,,,,,,,,,
88801262,Pilgrim Lutheran Church,1430 N Lake Dr Lexington SC 29072,,,,,,,,,
88801259,Welcome Baptist Church,1825 Highway 14 Laurens SC 29360,,,,,,,,,
88801257,Burton Wells Recreation Center,1 Middleton Rec Dr Beaufort SC 29906,,,,,,,,,
88801255,Lane Rec Center,128 Broomstraw Rd Lane SC 29564,,,,,,,,,
88801254,Lake Murray Baptist Ch,1001 Highway 378 Lexington SC 29072,,,,,,,,,
88801253,SILVERSTREET COMMUNITY CENTER,1233 Main St Silverstreet SC 29145,,,,,,,,,
88801252,Mt Transfiguration Bap Ch,350 Blanchard Rd North Augusta SC 29841,,,,,,,,,
88801251,Allendale Adult Education School,1843 Main St S Allendale SC 29810,,,,,,,,,
88801250,Whitmire Town Hall Annex,16 Main St Whitmire SC 29178,,,,,,,,,
88801249,Hope Fellowship,213 Brown Rd Anderson SC 29621,,,,,,,,,
88801248,Grand Strand Ch Of Christ,2212 Glenns Bay Rd Surfside SC 29575,,,,,,,,,
88801247,Five Forks Baptist Church,112 Batesville Rd Simpsonville SC 29681,,,,,,,,,
88801246,Cane Bay Elem School,1247 Cane Bay Blvd Summerville SC 29486,,,,,,,,,
88801245,Blacksburg Museum,100 N Shelby St Blacksburg SC 29702,,,,,,,,,
88801244,Community Center,5036 Old Hickory Rd Lancaster SC 29720,,,,,,,,,
88801243,Olanta Public Library,210 East Hampton Street Olanta SC 29114,,,,,,,,,
88801242,West Hartsville Elem Schl,214 Clyde Road Hartsville SC 29550,,,,,,,,,
88801241,Devon Forest Elem School,1127 Dorothy St Goose Creek SC 29445,,,,,,,,,
88801240,Risen Christ Luth Church,10595 N Hwy 17 Myrtle Beach SC 29572,,,,,,,,,
88801239,Savannah Grove Elem Sch,2348 Savannah Grove Rd Effingham SC 29541,,,,,,,,,
88801238,Bells Elementary School,12088 Bells Hwy Ruffin SC 29475,,,,,,,,,
88801236,Lemira Elementary School,952 Fulton Street Sumter SC 29150,,,,,,,,,
88801235,Craytonville Fire Station,1118 Trail Road Belton SC 29627,,,,,,,,,
88801234,Cathedral Of Praise,3790 Ashley Phosphate Rd N Charleston SC 29420,,,,,,,,,
88801233,Kitti Wake Baptist Church,420 Kitti Wake Dr Lexington SC 29073,,,,,,,,,
88801232,Smith-Hamm-Mid Mem Ctr,200 Buckley St Orangeburg SC 29115,,,,,,,,,
88801231,Hartsville Middle School,1427 Fourteenth St Hartsville SC 29550,,,,,,,,,
88801230,Arsenal Hill Park,1800 Lincoln St Columbia SC 29201,,,,,,,,,
88801229,Douglas Presb Ch Comm Ctr,2325 Sunday Pl Lancaster SC 29720,,,,,,,,,
88801228,Pageland Community Center,1113 W McGregor St Pageland SC 29728,,,,,,,,,
88801227,Town Hall,113 E Front St Ward SC 29166,,,,,,,,,
88801225,Alligator Fire Dept,19028 Hwy 1 Hartsville SC 29550,,,,,,,,,
88801223,Bethany Baptist Church,134 Bethany Cir Fountain Inn SC 29644,,,,,,,,,
88801222,Bowling Green Presbyterian Church,250 Ridge Rd Clover SC 29710,,,,,,,,,
88801221,Kelton Fire House,130 Pearidge Hwy Jonesville  S. C. SC 29353,,,,,,,,,
88801220,Hanahan High School,6015 Murray Dr Hanahan SC 24410,,,,,,,,,
88801219,Blue Ridge Baptist Church,1340 Blue Ridge Ave Belton SC 29627,,,,,,,,,
88801218,McLaurin Elementary School,1400 McMillian Ln Florence SC 29506,,,,,,,,,
88801217,Wesley Commons,1110 Marshall Rd Greenwood SC 29646,,,,,,,,,
88801216,Furman Middle School,3400 Bethel Church Rd Sumter SC 29154,,,,,,,,,
88801213,Ft Dorchester Elementary,5201 Old Glory Ln Summerville SC 29485,,,,,,,,,
88801212,Jonesville Fire Dept,101 Webber St Jonesville SC 29353,,,,,,,,,
88801211,Cornerstone Presb Church,5637 Bush River Rd Columbia SC 29212,,,,,,,,,
88801209,Tri-County Fire Department,1317 Kirksey Pittsburgh Rd Troy SC 29848,,,,,,,,,
88801208,Feasterville Fire Dept.,2785 Clowney Rd Blair SC 29015,,,,,,,,,
88801207,Sycamore Town Hall,226 E Main St Sycamore SC 29846,,,,,,,,,
88801206,E B Ellington Elem School,5540 Old Jacksonboro Road Ravenel SC 29470,,,,,,,,,
88801205,Hampton Fire Dept,600 2nd St W Hampton SC 29924,,,,,,,,,
88801203,Lake Carolina Elem -Lower,1151 Kelly Mill Rd Blythewood SC 29016,,,,,,,,,
88801201,Pineridge Fire Dept,565 Myers Rd Summerville SC 29486,,,,,,,,,
88801200,Little Swamp Cmt Ctr,16589 Hunters Chapel Rd Smoaks SC 29481,,,,,,,,,
88801199,New Heights Baptist Ch,5501 Broad River Rd Columbia SC 29210,,,,,,,,,
88801196,Lakeview Elementary School,642 Center St Greenwood SC 29649,,,,,,,,,
88801195,Emmanuel Lutheran Church,2491 Emmanuel Ch Rd West Columbia SC 29170,,,,,,,,,
88801194,County Courthouse,528 Monument St Greenwood SC 29646,,,,,,,,,
88801193,E L Wright Middle School,2740 Alpine Rd Columbia SC 29223,,,,,,,,,
88801192,Shulerville Fire Dept,1037 Fortview Rd Jamestown SC 29453,,,,,,,,,
88801191,Eureka,619 Saluda Rd Chester SC 29706,,,,,,,,,
88801190,Sherwood Bapt Church Family Life Center,1030 Darlene Blvd Lancaster SC 29720,,,,,,,,,
88801189,Brennen Elementary,4438 Devereaux Rd Columbia SC 29205,,,,,,,,,
88801188,Greenpond Fire Dept,87 Winding Hollow Rd Fountain Inn SC 29644,,,,,,,,,
88801186,John Ford Middle School,304 Agnes St St Matthews SC 29135,,,,,,,,,
88801185,Cameron Community Club,5392 Cameron Rd Cameron SC 29030,,,,,,,,,
88801183,Sardinia Fire Station,12878 Highway 301 Gable SC 29051,,,,,,,,,
88801182,St John Neumann Church,100 Polo Rd Columbia SC 29223,,,,,,,,,
88801181,Spring Valley High School,120 Sparkleberry Ln Columbia SC 29223,,,,,,,,,
88801180,Main St Elementary Sch,318 Main St Lake City SC 29560,,,,,,,,,
88801178,Mauldin United Methodist Church,100 E Butler Rd Mauldin SC 29662,,,,,,,,,
88801177,Berkeley High School,406 W Main St Moncks Corner SC 29461,,,,,,,,,
88801176,Poynor Adult Education Center,301 S Dargan St Florence SC 29501,,,,,,,,,
88801175,Jenkinsville Fire Dept.,7104 State Highway 215 S Jenkinsville SC 29065,,,,,,,,,
88801173,Clarendon County EMS Building,15677 Highway 301 New Zion SC 29111,,,,,,,,,
88801172,Grace Church,9205 Highway 81 N Piedmont SC 29673,,,,,,,,,
88801171,Saluda River Baptist,3459 Sunset Blvd West Columbia SC 29169,,,,,,,,,
88801170,Dovesville Fire Station,511 Mont Clare Road Darlington SC 29540,,,,,,,,,
88801168,Willow Dr Elem. School,26 Willow Dr Sumter SC 29150,,,,,,,,,
88801167,Hazel Parker Playground,70 East Bay Street Charleston SC 29401,,,,,,,,,
88801166,NEWBERRY COURTHOUSE ANNEX,1309 College St Newberry SC 29108,,,,,,,,,
88801165,Cayce Un Methodist Ch,1600 12Th St Cayce SC 29033,,,,,,,,,
88801164,Crescent Hill Baptist Church,115 Crescent Hill Dr Pickens SC 29671,,,,,,,,,
88801163,Sheridan Elementary Sch,1139 Hillsboro Rd Orangeburg SC 29118,,,,,,,,,
88801161,Delaine Community Center,5400 Cane Savannah Rd Wedgefield SC 29168,,,,,,,,,
88801160,Socastee High School,4900 Socastee Blvd Myrtle Beach SC 29588,,,,,,,,,
88801159,Francis Asbury United Methodist Church,1800 E North St Greenville SC 29607,,,,,,,,,
88801158,Moss Creek Bostwick Pavillion,341 Moss Creek Dr Bluffton SC 29910,,,,,,,,,
88801157,Elko Fire Dept,10077 US Highway 78 Elko SC 29826,,,,,,,,,
88801156,Holly Hill Elementary Sch,1490 Brant Ave Holly Hill SC 29059,,,,,,,,,
88801155,Malvern Hill Bapt Church,1514 Malvern Hill Dr Camden SC 29020,,,,,,,,,
88801154,Calhoun County Museum,313 Butler St St Matthews SC 29135,,,,,,,,,
88801153,Ebenezer Fire Station,1416 Due West Hwy Anderson SC 29621,,,,,,,,,
88801152,Nmb High School,3760 Sea Mountain Hwy Little River SC 29566,,,,,,,,,
88801151,Lr Neck Rd Fire Station,5345 Little River Neck Rd N Myrtle Beach SC 29582,,,,,,,,,
88801150,Airport Terminal,330 Terminal Rd Greenwood SC 29649,,,,,,,,,
88801147,Crossroads Intermediate School,6947 Saint Andrews Rd Columbia SC 29212,,,,,,,,,
88801146,Wilder Elem. School,900 Floral Ave Sumter SC 29150,,,,,,,,,
88801145,Flint Hill Fire Department,1950 Highway 21 Fort Mill SC 29715,,,,,,,,,
88801144,Mini Mall,132 Sumter Ave S Fairfax SC 29827,,,,,,,,,
88801143,Courthouse,133 South Mine St McCormick SC 29835,,,,,,,,,
88801142,USC A Convocation Center,2049 Champion Way Aiken SC 29801,,,,,,,,,
88801141,National Guard Armory,3777 S Fraser St Georgetown SC 29440,,,,,,,,,
88801140,Centerville Elem School,1529 Whitehall Rd Anderson SC 29625,,,,,,,,,
88801138,Housing Authority Office,201 Porter St Union    SC SC 29379,,,,,,,,,
88801137,New Home # 1 Baptist Ch,1685 Hwy 139 Conway SC 29526,,,,,,,,,
88801136,New Prospect Baptist Ch,4996 Highway 221-S Laurens SC 29360,,,,,,,,,
88801135,Cedar Rock Baptist Church,1667 Cedar Rock Ch Rd Easley SC 29640,,,,,,,,,
88801134,ALIVE Wesleyan Church,2 Wesleyan Dr Pelzer SC 29669,,,,,,,,,
88801133,Platt Springs Umc,3215 Platt Springs Rd West Columbia SC 29170,,,,,,,,,
88801131,Fisher Chapel U.M. Church,445 Church Road Hwy Hardeeville SC 29927,,,,,,,,,
88801129,Robert Smalls International Academy,43 W K Alston Dr Beaufort SC 29906,,,,,,,,,
88801128,Seaside Elementary School,1605 Woodland Dr Garden City SC 29576,,,,,,,,,
88801127,Mb Church Of Christ,4500 Wild Iris Dr Myrtle Beach SC 29577,,,,,,,,,
88801124,Greenwood County YMCA,1760 Calhoun Rd Greenwood SC 29649,,,,,,,,,
88801123,Bay Springs Fire Dept,8894 Hartsville Ruby Rd Patrick SC 29584,,,,,,,,,
88801122,Odell Weeks Ctr,1700 Whiskey Rd Aiken SC 29803,,,,,,,,,
88801121,St Michaels All Angels Epis Ch,6408 Bridgewood Rd Columbia SC 29206,,,,,,,,,
88801120,Renovation Church,611 Richardson St Simpsonville SC 29680,,,,,,,,,
88801119,Christ The Ser Lutheran,2105 E Hwy 501 Conway SC 29526,,,,,,,,,
88801118,Clio Fire Dept,101 Calhoun St Clio SC 29525,,,,,,,,,
88801117,Restore Church,2310 Platt Springs Rd West Columbia SC 29169,,,,,,,,,
88801116,Cannons Elem Sch,1351 Old Converse Rd Spartanburg SC 29307,,,,,,,,,
88801114,Blythewood Park,126 Boney Rd Blythewood SC 29016,,,,,,,,,
88801113,Ebinport Elementary School,2142 India Hook Rd Rock Hill SC 29732,,,,,,,,,
88801111,Shaver Rec Gymnasium,698 W South 4th St Seneca SC 29678,,,,,,,,,
88801110,Lockhart Town Hall,118 Mill St Lockhart  SC SC 29364,,,,,,,,,
88801109,Santee Fire Dept,1005 Bass Dr Santee SC 29142,,,,,,,,,
88801108,Old Bowman Elementary Sch,131 Poplar St Bowman SC 29018,,,,,,,,,
88801107,Thomas C Cario Middle Sch,3500 Thomas Cario Blvd Mt Pleasant SC 29466,,,,,,,,,
88801106,Richland Northeast High,7500 Brookfield Rd Columbia SC 29223,,,,,,,,,
88801105,Grace Church,2801 Pelham Rd Greenville SC 29615,,,,,,,,,
88801103,Howe Springs Fire Station #1,2229 E Howe Springs Rd Florence SC 29505,,,,,,,,,
88801102,Mary Bramlett Elem. Sch.,301 Spruce St Gaffney SC 29340,,,,,,,,,
88801101,Fountain Inn Activities Center,610 Fairview St Fountain Inn SC 29644,,,,,,,,,
88801099,Westview  Schools,100 Westview Dr Goose Creek SC 29445,,,,,,,,,
88801098,Riverside Middle School,404 N Bouknight Ferry Rd Saluda SC 29138,,,,,,,,,
88801096,EMS Station,6502 Highway 25 N Hodges SC 29653,,,,,,,,,
88801095,Cummings Fire Dept,6836 Yemassee Hwy Varnville SC 29944,,,,,,,,,
88801094,Kearse Agriculture Bldg,847 Calhoun St Bamberg SC 29003,,,,,,,,,
88801093,Camp Creek Baptist Church,998 Potter Rd Lancaster SC 29720,,,,,,,,,
88801092,Estill Fire Dept,824 2nd St E Estill SC 29918,,,,,,,,,
88801091,St Paul Lutheran Church,961 Trail Ridge Rd Aiken SC 29803,,,,,,,,,
88801090,Springdell Baptist Church,1420 Springdell Church Rd Lancaster SC 29720,,,,,,,,,
88801089,Shaver Rec Gymnasium,698 W South 4th St Seneca SC 29678,,,,,,,,,
88801088,Jerusalem Baptist Church,4185 Columbia Hwy N. Ridge Spring SC 29129,,,,,,,,,
88801087,Trinity United Methodist,1809 N Main St Anderson SC 29621,,,,,,,,,
88801086,Oakbrook Middle School,286 Old Fort Rd Ladson SC 29456,,,,,,,,,
88801085,Fire Station #1,122 E Church St Bishopville SC 29010,,,,,,,,,
88801082,Oakbrook Elementary,306 Old Fort Rd Ladson SC 29456,,,,,,,,,
88801080,Carolina Fellowship Bld.,4114 McInnis Loop Little Rock SC 29567,,,,,,,,,
88801079,Southside Baptist Church,316 South Church St Spbtg SC 29306,,,,,,,,,
88801077,Boiling Sprs Intermediate,2055 Hanging Rock Rd Boiling Springs SC SC 29316,,,,,,,,,
88801075,Hyde Pk Bapt Ch Rec Bldg,1898 Flat Creek Rd Lancaster SC 29720,,,,,,,,,
88801074,Jackson Town Hall,106 Main St Jackson SC 29831,,,,,,,,,
88801073,Chapin Town Hall  NW,157 Columbia Ave Chapin SC 29036,,,,,,,,,
88801072,N Augusta High School,2000 Knobcone Ave North Augusta SC 29841,,,,,,,,,
88801071,Thomas Johnson Field House,1443 Secessionville Rd Charleston SC 29412,,,,,,,,,
88801070,St Stephen Middle School,225 Carolina Dr Saint Stephen SC 29479,,,,,,,,,
88801069,Sniders Fire & Rescue Station #29,8737 Cane Branch Rd Ruffin SC 29475,,,,,,,,,
88801068,Leesville Southern Methodist Church,2252 Leesville Ch Rd Clinton SC 29325,,,,,,,,,
88801067,Cheraw Community Center,200 Powe St Cheraw SC 29520,,,,,,,,,
88801064,Eastside Baptist Church,1850 Fernwood Glendale Rd Spartanburg Sc SC 29307,,,,,,,,,
88801062,STONEY HILL FIRESTATION,88 Harmon Quarters Rd Prosperity SC 29127,,,,,,,,,
88801061,Bethlehem Bapt Church Family Life Center,1841 N Rocky River Rd Lancaster SC 29720,,,,,,,,,
88801060,Greenville Presbyterian,125 Greenville Church Rd Donalds SC 29638,,,,,,,,,
88801059,University Baptist Church,411 Pendleton Rd Clemson SC 29631,,,,,,,,,
88801057,Coosa Elementary School,45 Middle Rd Beaufort SC 29907,,,,,,,,,
88801056,Pleasant View Bapt Church,5065 Hwy 19 Nichols SC 29581,,,,,,,,,
88801055,Dove Tree Clubhouse,2 Sugarberry Dr Greenville SC 29615,,,,,,,,,
88801054,Arial Mill Baptist Church,618 Rice Rd Easley SC 29640,,,,,,,,,
88801053,Tillman Fire Station,30 Daniel O'Morris Blvd Tillman SC 29943,,,,,,,,,
88801052,Barrineau Pentecostal Holiness Church,3709 Saint James Rd Lake City SC 29560,,,,,,,,,
88801051,United Baptist Church,7319 Valley Fls Rd Sptbg SC 29303,,,,,,,,,
88801050,Ridgewood Baptist Church,5326 Ridgeway St Columbia SC 29203,,,,,,,,,
88801046,Pleasant Meadow Bapt Ch,937 S Green Sea Rd Loris SC 29569,,,,,,,,,
88801043,Pendergrass-Fairwold Elem,5935 Token St Columbia SC 29203,,,,,,,,,
88801040,Community Fire Dept,1104 Dudley Rd Marion SC 29571,,,,,,,,,
88801038,Beulah United Meth Church,161 Beulah Church Rd Gilbert SC 29054,,,,,,,,,
88801037,Sumter School District,1345 Wilson Hall Rd Sumter SC 29150,,,,,,,,,
88801034,Flat Creek Fire Dept.,7563 Flat Creek Rd Kershaw SC 29067,,,,,,,,,
88801033,Dist 7 Learning Ctr,301 Crescent Ave Sptbg SC 29301,,,,,,,,,
88801032,Lower Lee Elementary,26 Lower Lee School Rd Mayesville SC 29104,,,,,,,,,
88801030,Mill Creek Elementary,925 Universal Dr Columbia SC 29209,,,,,,,,,
88801029,American Legion Hut,105 Society Ave Hartsville SC 29550,,,,,,,,,
88801028,Abel Baptist Church,150 Abel Rd Clemson SC 29631,,,,,,,,,
88801027,Blackjack Baptist Church,178 Reservoir Rd Winnsboro SC 29180,,,,,,,,,
88801025,Standing Springs Baptist Church,1111 W Georgia Rd Simpsonville SC 29680,,,,,,,,,
